,User ID,Age (yrs),Gender,Country,Social Media Platform Used,Total Time Spent on the Platform (mins),Number of Logging In Sessions,Video Category,Time Spent On Video (mins),Videos Watched Count,Time of Day Usage Frequency,Impact on Productivity,User's Satisfaction with Platform,Video Motivation,Primary Device of Use,Perceived Self Control Level,Perceived Addiction Level,Concurrent Activity,Internet Connection Type,Age Band (yrs),Economic Group
503,504,29,Male,Vietnam,Instagram,68,11,Life Hacks,14,17,Morning,9,1,Boredom,Smartphone,10,0,At home,Mobile Data,25-44 (Young Adults),Developing
504,505,20,Female,India,Facebook,108,17,ASMR,24,7,Afternoon,6,4,Boredom,Smartphone,8,2,Commuting,Wi-Fi,18-24 (Youth),Developing
505,506,18,Male,Pakistan,Facebook,11,8,Jokes/Memes,16,28,Afternoon,6,4,Entertainment,Computer,8,2,At school,Mobile Data,18-24 (Youth),Developing
506,507,50,Male,Indonesia,YouTube,252,17,Jokes/Memes,18,38,Evening,7,3,Entertainment,Tablet,9,1,At work,Mobile Data,45-54 (Older Adults),Developing
507,508,57,Female,India,YouTube,220,11,Comedy,26,13,Evening,7,3,Habit,Smartphone,9,1,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
508,509,27,Female,Philippines,TikTok,132,2,Vlogs,18,17,Afternoon,6,4,Entertainment,Smartphone,8,2,At work,Mobile Data,25-44 (Young Adults),Developing
509,510,60,Other,India,TikTok,238,10,Pranks,16,15,Night,2,8,Procrastination,Smartphone,4,6,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
510,511,61,Female,Mexico,TikTok,91,10,Jokes/Memes,17,36,Night,2,8,Habit,Smartphone,4,6,Commuting,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
511,512,46,Male,Pakistan,TikTok,153,11,Gaming,7,28,Afternoon,6,4,Boredom,Smartphone,8,2,At school,Wi-Fi,45-54 (Older Adults),Developing
512,513,30,Female,Indonesia,YouTube,149,6,ASMR,12,15,Morning,9,1,Entertainment,Smartphone,10,0,At work,Wi-Fi,25-44 (Young Adults),Developing
513,514,29,Female,India,Instagram,38,4,Vlogs,2,46,Night,2,8,Entertainment,Smartphone,4,6,At home,Mobile Data,25-44 (Young Adults),Developing
514,515,48,Other,Brazil,TikTok,279,12,Comedy,10,11,Afternoon,6,4,Boredom,Smartphone,8,2,At work,Mobile Data,45-54 (Older Adults),Developing
515,516,63,Male,United States,Instagram,256,11,Entertainment,5,31,Evening,7,3,Procrastination,Smartphone,9,1,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
516,517,19,Male,Japan,TikTok,21,13,Vlogs,21,4,Afternoon,6,4,Habit,Smartphone,8,2,At school,Mobile Data,18-24 (Youth),Developed
517,518,52,Male,United States,Facebook,115,5,Trends,3,35,Morning,9,1,Entertainment,Smartphone,10,0,At work,Mobile Data,45-54 (Older Adults),Developed
518,519,40,Female,India,TikTok,41,6,Gaming,19,34,Morning,9,1,Boredom,Tablet,10,0,At home,Mobile Data,35-44 (Mid Adults),Developing
519,520,34,Male,India,TikTok,83,1,Life Hacks,13,27,Afternoon,6,4,Boredom,Tablet,8,2,At work,Wi-Fi,25-44 (Young Adults),Developing
520,521,43,Male,Germany,TikTok,180,6,Vlogs,12,10,Night,2,8,Entertainment,Smartphone,4,6,At school,Mobile Data,35-44 (Mid Adults),Developed
521,522,25,Other,India,YouTube,78,18,Life Hacks,3,30,Evening,7,3,Entertainment,Smartphone,9,1,At school,Wi-Fi,25-44 (Young Adults),Developing
522,523,46,Female,India,Facebook,146,9,Trends,6,45,Afternoon,6,4,Habit,Computer,8,2,At school,Mobile Data,45-54 (Older Adults),Developing
523,524,43,Male,India,TikTok,109,15,Jokes/Memes,14,20,Evening,7,3,Entertainment,Smartphone,9,1,At school,Mobile Data,35-44 (Mid Adults),Developing
524,525,27,Other,United States,TikTok,155,8,Jokes/Memes,4,29,Afternoon,6,4,Habit,Smartphone,8,2,At home,Mobile Data,25-44 (Young Adults),Developed
525,526,43,Male,India,Instagram,18,19,Life Hacks,13,29,Morning,9,1,Boredom,Smartphone,10,0,At home,Mobile Data,35-44 (Mid Adults),Developing
526,527,51,Male,Pakistan,Facebook,71,16,Life Hacks,19,23,Afternoon,6,4,Procrastination,Smartphone,8,2,At work,Mobile Data,45-54 (Older Adults),Developing
527,528,58,Other,Japan,TikTok,194,6,Trends,18,21,Evening,7,3,Habit,Smartphone,9,1,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
528,529,24,Male,India,Instagram,38,6,Comedy,29,48,Night,2,8,Habit,Computer,4,6,At school,Mobile Data,18-24 (Youth),Developing
529,530,21,Female,Japan,Instagram,123,3,Gaming,3,43,Night,2,8,Boredom,Smartphone,4,6,At work,Wi-Fi,18-24 (Youth),Developed
530,531,62,Male,Philippines,YouTube,152,10,Entertainment,20,10,Night,2,8,Procrastination,Tablet,4,6,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
531,532,28,Female,Indonesia,Instagram,129,1,Pranks,6,41,Evening,7,3,Procrastination,Smartphone,9,1,At home,Mobile Data,25-44 (Young Adults),Developing
532,533,46,Male,India,TikTok,179,14,Jokes/Memes,16,12,Night,2,8,Entertainment,Smartphone,4,6,At work,Mobile Data,45-54 (Older Adults),Developing
533,534,53,Female,United States,YouTube,166,4,Vlogs,20,30,Night,2,8,Entertainment,Smartphone,4,6,At home,Mobile Data,45-54 (Older Adults),Developed
534,535,42,Other,India,YouTube,269,12,Gaming,24,33,Night,2,8,Habit,Computer,4,6,At home,Wi-Fi,35-44 (Mid Adults),Developing
535,536,38,Male,Indonesia,TikTok,91,6,Life Hacks,3,18,Night,2,8,Entertainment,Tablet,4,6,At school,Mobile Data,35-44 (Mid Adults),Developing
536,537,53,Female,Philippines,Facebook,251,11,Trends,12,14,Evening,7,3,Procrastination,Smartphone,9,1,At school,Mobile Data,45-54 (Older Adults),Developing
537,538,27,Male,United States,Instagram,181,12,ASMR,19,22,Night,2,8,Boredom,Smartphone,4,6,At home,Mobile Data,25-44 (Young Adults),Developed
538,539,54,Male,India,YouTube,240,10,Life Hacks,19,21,Evening,7,3,Boredom,Tablet,9,1,At work,Mobile Data,45-54 (Older Adults),Developing
539,540,26,Other,India,Facebook,217,18,Gaming,24,1,Evening,7,3,Boredom,Tablet,9,1,At school,Mobile Data,25-44 (Young Adults),Developing
540,541,41,Male,Japan,TikTok,84,7,Trends,4,49,Evening,7,3,Habit,Computer,9,1,Commuting,Wi-Fi,35-44 (Mid Adults),Developed
541,542,52,Male,Indonesia,Instagram,279,7,Trends,1,43,Night,2,8,Habit,Computer,4,6,At work,Mobile Data,45-54 (Older Adults),Developing
542,543,52,Male,Japan,Instagram,123,11,Trends,2,15,Night,2,8,Boredom,Tablet,4,6,At school,Wi-Fi,45-54 (Older Adults),Developed
543,544,53,Other,Philippines,YouTube,71,4,Jokes/Memes,13,36,Night,2,8,Habit,Smartphone,4,6,At home,Mobile Data,45-54 (Older Adults),Developing
544,545,35,Other,United States,Instagram,111,1,Pranks,26,47,Afternoon,6,4,Habit,Smartphone,8,2,Commuting,Mobile Data,35-44 (Mid Adults),Developed
545,546,56,Female,India,Instagram,219,13,Jokes/Memes,29,22,Afternoon,6,4,Habit,Tablet,8,2,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
546,547,49,Female,Mexico,Instagram,264,18,Comedy,13,32,Evening,7,3,Habit,Tablet,9,1,At school,Mobile Data,45-54 (Older Adults),Developing
547,548,41,Female,United States,Instagram,29,9,ASMR,2,46,Evening,7,3,Boredom,Tablet,9,1,At school,Mobile Data,35-44 (Mid Adults),Developed
548,549,40,Other,India,TikTok,67,9,Life Hacks,19,33,Evening,7,3,Boredom,Smartphone,9,1,At school,Mobile Data,35-44 (Mid Adults),Developing
549,550,49,Male,United States,Facebook,121,9,Vlogs,22,41,Night,3,7,Habit,Smartphone,5,5,At home,Wi-Fi,45-54 (Older Adults),Developed
550,551,54,Male,Japan,TikTok,205,10,Vlogs,24,39,Night,3,7,Procrastination,Tablet,5,5,At school,Wi-Fi,45-54 (Older Adults),Developed
551,552,29,Male,United States,TikTok,101,2,ASMR,16,23,Afternoon,6,4,Boredom,Tablet,8,2,At home,Wi-Fi,25-44 (Young Adults),Developed
552,553,30,Male,Philippines,YouTube,61,6,Comedy,12,43,Night,3,7,Entertainment,Computer,5,5,At home,Mobile Data,25-44 (Young Adults),Developing
553,554,40,Other,Vietnam,Instagram,17,15,Gaming,1,2,Evening,7,3,Procrastination,Tablet,9,1,At home,Wi-Fi,35-44 (Mid Adults),Developing
554,555,42,Male,Vietnam,TikTok,107,3,Entertainment,9,2,Afternoon,6,4,Boredom,Tablet,8,2,At home,Mobile Data,35-44 (Mid Adults),Developing
555,556,52,Male,Vietnam,Instagram,245,11,Jokes/Memes,17,38,Evening,7,3,Habit,Tablet,9,1,At work,Mobile Data,45-54 (Older Adults),Developing
556,557,58,Male,Philippines,TikTok,78,6,Jokes/Memes,10,29,Evening,7,3,Entertainment,Smartphone,9,1,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
557,558,47,Female,United States,TikTok,54,3,Entertainment,18,46,Evening,7,3,Habit,Smartphone,9,1,Commuting,Mobile Data,45-54 (Older Adults),Developed
558,559,34,Female,India,YouTube,146,11,Pranks,19,3,Evening,7,3,Boredom,Smartphone,9,1,At school,Mobile Data,25-44 (Young Adults),Developing
559,560,37,Male,Philippines,Facebook,243,15,Pranks,7,39,Morning,9,1,Habit,Computer,10,0,At work,Mobile Data,35-44 (Mid Adults),Developing
560,561,42,Female,Vietnam,Facebook,41,13,Pranks,25,7,Night,3,7,Habit,Smartphone,5,5,At work,Wi-Fi,35-44 (Mid Adults),Developing
561,562,39,Male,Indonesia,TikTok,298,10,Gaming,19,36,Night,3,7,Habit,Smartphone,5,5,At home,Wi-Fi,35-44 (Mid Adults),Developing
562,563,30,Male,Philippines,YouTube,135,6,Trends,24,29,Afternoon,6,4,Entertainment,Tablet,8,2,Commuting,Mobile Data,25-44 (Young Adults),Developing
563,564,36,Male,Germany,Instagram,76,15,Pranks,15,37,Evening,7,3,Procrastination,Smartphone,9,1,At work,Mobile Data,35-44 (Mid Adults),Developed
564,565,53,Male,India,Instagram,39,18,Vlogs,9,49,Evening,7,3,Procrastination,Smartphone,9,1,At home,Mobile Data,45-54 (Older Adults),Developing
565,566,29,Female,Vietnam,TikTok,123,18,Comedy,10,36,Night,3,7,Habit,Smartphone,5,5,At school,Mobile Data,25-44 (Young Adults),Developing
566,567,58,Other,Brazil,Facebook,213,7,Jokes/Memes,23,23,Evening,5,5,Habit,Smartphone,7,3,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
567,568,36,Other,India,YouTube,38,15,Trends,20,45,Evening,5,5,Boredom,Smartphone,7,3,At school,Mobile Data,35-44 (Mid Adults),Developing
568,569,29,Male,India,Facebook,140,18,Vlogs,20,16,Evening,5,5,Boredom,Smartphone,7,3,At work,Mobile Data,25-44 (Young Adults),Developing
569,570,26,Other,United States,Instagram,194,18,Jokes/Memes,4,48,Night,1,9,Procrastination,Smartphone,3,7,At work,Wi-Fi,25-44 (Young Adults),Developed
570,571,24,Male,India,Facebook,262,9,Life Hacks,6,31,Night,1,9,Habit,Smartphone,3,7,At home,Mobile Data,18-24 (Youth),Developing
571,572,45,Female,India,Instagram,295,2,Jokes/Memes,4,34,Night,1,9,Habit,Tablet,3,7,At home,Mobile Data,45-54 (Older Adults),Developing
572,573,31,Male,Pakistan,YouTube,71,8,Jokes/Memes,5,1,Evening,5,5,Procrastination,Smartphone,7,3,At home,Wi-Fi,25-44 (Young Adults),Developing
573,574,48,Female,Japan,YouTube,12,2,Gaming,9,18,Night,1,9,Boredom,Smartphone,3,7,At home,Wi-Fi,45-54 (Older Adults),Developed
574,575,36,Female,India,TikTok,77,11,Jokes/Memes,12,40,Afternoon,4,6,Boredom,Smartphone,6,4,At school,Mobile Data,35-44 (Mid Adults),Developing
575,576,64,Male,Germany,TikTok,34,7,Pranks,23,43,Night,1,9,Entertainment,Tablet,3,7,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
576,577,33,Female,India,Facebook,188,6,Life Hacks,8,15,Afternoon,4,6,Habit,Smartphone,6,4,At school,Wi-Fi,25-44 (Young Adults),Developing
577,578,22,Male,Philippines,YouTube,150,10,Pranks,21,48,Evening,5,5,Habit,Smartphone,7,3,At school,Mobile Data,18-24 (Youth),Developing
578,579,52,Other,Mexico,YouTube,240,5,Vlogs,5,49,Evening,5,5,Habit,Smartphone,7,3,At work,Mobile Data,45-54 (Older Adults),Developing
579,580,29,Male,Japan,TikTok,172,11,Pranks,29,17,Evening,5,5,Entertainment,Smartphone,7,3,At work,Mobile Data,25-44 (Young Adults),Developed
580,581,42,Male,Brazil,Instagram,139,1,Vlogs,11,44,Evening,5,5,Boredom,Smartphone,7,3,At home,Mobile Data,35-44 (Mid Adults),Developing
581,582,38,Male,India,Facebook,255,2,ASMR,23,10,Night,1,9,Procrastination,Smartphone,3,7,At school,Wi-Fi,35-44 (Mid Adults),Developing
582,583,53,Other,Japan,Facebook,181,1,Vlogs,11,20,Morning,7,3,Boredom,Smartphone,9,1,At school,Mobile Data,45-54 (Older Adults),Developed
583,584,40,Female,India,TikTok,73,19,Life Hacks,13,6,Night,1,9,Habit,Tablet,3,7,At school,Wi-Fi,35-44 (Mid Adults),Developing
584,585,33,Male,United States,YouTube,40,2,ASMR,14,8,Evening,5,5,Habit,Tablet,7,3,At home,Mobile Data,25-44 (Young Adults),Developed
585,586,56,Female,Japan,TikTok,56,4,Vlogs,28,45,Morning,7,3,Entertainment,Smartphone,9,1,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
586,587,62,Male,Vietnam,TikTok,139,12,Gaming,8,34,Night,1,9,Habit,Smartphone,3,7,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
587,588,59,Female,India,TikTok,119,18,Gaming,25,32,Evening,5,5,Entertainment,Tablet,7,3,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
588,589,56,Male,Brazil,TikTok,78,1,Comedy,18,42,Evening,5,5,Habit,Smartphone,7,3,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
589,590,31,Male,Vietnam,Instagram,67,1,Jokes/Memes,19,4,Night,1,9,Boredom,Tablet,3,7,At home,Mobile Data,25-44 (Young Adults),Developing
590,591,48,Female,India,Instagram,115,14,Vlogs,12,44,Night,1,9,Boredom,Tablet,3,7,At home,Wi-Fi,45-54 (Older Adults),Developing
591,592,22,Male,United States,YouTube,265,4,Life Hacks,12,39,Evening,5,5,Habit,Smartphone,7,3,At home,Mobile Data,18-24 (Youth),Developed
592,593,52,Other,United States,TikTok,180,5,ASMR,18,20,Night,1,9,Entertainment,Tablet,3,7,At work,Mobile Data,45-54 (Older Adults),Developed
593,594,40,Male,Brazil,Instagram,171,11,Gaming,10,24,Afternoon,4,6,Boredom,Tablet,6,4,At home,Mobile Data,35-44 (Mid Adults),Developing
594,595,46,Male,Mexico,YouTube,295,13,Gaming,7,24,Evening,5,5,Entertainment,Tablet,7,3,At work,Mobile Data,45-54 (Older Adults),Developing
595,596,60,Other,India,TikTok,80,16,Entertainment,28,26,Afternoon,4,6,Entertainment,Smartphone,6,4,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
596,597,28,Male,United States,Facebook,264,13,Jokes/Memes,18,25,Night,1,9,Habit,Tablet,3,7,At school,Wi-Fi,25-44 (Young Adults),Developed
597,598,35,Male,Brazil,Instagram,64,2,Entertainment,12,36,Night,1,9,Boredom,Tablet,3,7,At work,Wi-Fi,35-44 (Mid Adults),Developing
598,599,64,Male,Vietnam,YouTube,12,16,Comedy,14,7,Afternoon,4,6,Boredom,Tablet,6,4,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
599,600,29,Female,United States,Facebook,35,6,Pranks,15,10,Night,1,9,Entertainment,Computer,3,7,At school,Wi-Fi,25-44 (Young Adults),Developed
600,601,26,Female,Philippines,TikTok,135,14,Jokes/Memes,16,47,Morning,7,3,Entertainment,Tablet,9,1,At home,Mobile Data,25-44 (Young Adults),Developing
601,602,27,Male,United States,TikTok,62,1,Life Hacks,2,12,Morning,7,3,Boredom,Computer,9,1,At home,Mobile Data,25-44 (Young Adults),Developed
602,603,61,Male,United States,TikTok,207,17,Life Hacks,18,1,Night,1,9,Habit,Smartphone,3,7,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
603,604,34,Male,Vietnam,Instagram,197,11,Vlogs,12,25,Evening,5,5,Procrastination,Tablet,7,3,At school,Mobile Data,25-44 (Young Adults),Developing
604,605,55,Female,Indonesia,YouTube,195,19,Trends,16,16,Night,1,9,Entertainment,Smartphone,3,7,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
605,606,24,Male,Brazil,Facebook,213,3,Gaming,13,5,Evening,5,5,Habit,Smartphone,7,3,At home,Mobile Data,18-24 (Youth),Developing
606,607,63,Female,India,YouTube,20,11,Entertainment,20,19,Evening,5,5,Entertainment,Smartphone,7,3,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
607,608,30,Female,United States,Instagram,155,5,ASMR,17,4,Morning,7,3,Entertainment,Smartphone,9,1,At work,Wi-Fi,25-44 (Young Adults),Developed
608,609,57,Other,United States,YouTube,94,17,Life Hacks,18,6,Night,1,9,Entertainment,Smartphone,3,7,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
609,610,59,Male,Philippines,Instagram,109,7,Jokes/Memes,3,26,Night,1,9,Boredom,Smartphone,3,7,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
610,611,26,Male,India,TikTok,113,10,Life Hacks,23,49,Evening,5,5,Boredom,Smartphone,7,3,At school,Mobile Data,25-44 (Young Adults),Developing
611,612,44,Male,Brazil,Facebook,55,11,Life Hacks,10,39,Afternoon,4,6,Habit,Tablet,6,4,At work,Mobile Data,35-44 (Mid Adults),Developing
612,613,19,Other,Germany,TikTok,53,3,Pranks,1,39,Morning,7,3,Entertainment,Smartphone,9,1,At school,Wi-Fi,18-24 (Youth),Developed
613,614,22,Male,Vietnam,YouTube,287,10,Trends,6,9,Afternoon,4,6,Entertainment,Smartphone,6,4,At work,Wi-Fi,18-24 (Youth),Developing
614,615,46,Male,Indonesia,TikTok,190,10,Trends,3,45,Afternoon,4,6,Entertainment,Smartphone,6,4,At home,Mobile Data,45-54 (Older Adults),Developing
615,616,54,Male,Brazil,Facebook,196,14,Gaming,19,14,Evening,5,5,Procrastination,Smartphone,7,3,At home,Wi-Fi,45-54 (Older Adults),Developing
616,617,55,Male,United States,TikTok,123,12,Entertainment,4,48,Night,1,9,Procrastination,Smartphone,3,7,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
617,618,36,Female,Philippines,Facebook,264,15,Vlogs,29,9,Evening,5,5,Habit,Smartphone,7,3,At work,Mobile Data,35-44 (Mid Adults),Developing
618,619,25,Other,Indonesia,Facebook,39,10,Entertainment,20,15,Evening,5,5,Habit,Smartphone,7,3,At home,Wi-Fi,25-44 (Young Adults),Developing
619,620,62,Male,United States,TikTok,273,10,Comedy,23,37,Night,1,9,Entertainment,Tablet,3,7,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
620,621,18,Female,Brazil,Instagram,107,19,Vlogs,3,20,Evening,5,5,Entertainment,Computer,7,3,At work,Wi-Fi,18-24 (Youth),Developing
621,622,39,Male,India,YouTube,124,1,Gaming,8,8,Night,1,9,Habit,Smartphone,3,7,At home,Mobile Data,35-44 (Mid Adults),Developing
622,623,34,Male,Germany,Instagram,285,10,Vlogs,8,32,Evening,5,5,Entertainment,Smartphone,7,3,At school,Mobile Data,25-44 (Young Adults),Developed
623,624,24,Male,United States,Instagram,290,2,Jokes/Memes,27,47,Afternoon,4,6,Boredom,Smartphone,6,4,At home,Mobile Data,18-24 (Youth),Developed
624,625,42,Male,Indonesia,TikTok,284,17,Gaming,29,21,Night,1,9,Boredom,Tablet,3,7,At home,Mobile Data,35-44 (Mid Adults),Developing
625,626,62,Female,Indonesia,YouTube,270,7,Trends,7,41,Night,1,9,Boredom,Tablet,3,7,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
626,627,21,Male,United States,YouTube,216,7,Trends,2,19,Evening,5,5,Procrastination,Tablet,7,3,At work,Mobile Data,18-24 (Youth),Developed
627,628,53,Male,Pakistan,Instagram,220,9,Vlogs,21,29,Afternoon,4,6,Boredom,Smartphone,6,4,At home,Mobile Data,45-54 (Older Adults),Developing
628,629,23,Male,Brazil,TikTok,224,2,ASMR,6,31,Evening,5,5,Entertainment,Tablet,7,3,At home,Wi-Fi,18-24 (Youth),Developing
629,630,48,Male,Pakistan,YouTube,49,14,Pranks,28,6,Afternoon,4,6,Habit,Smartphone,6,4,At home,Wi-Fi,45-54 (Older Adults),Developing
630,631,36,Female,Mexico,Instagram,35,17,Entertainment,16,4,Morning,7,3,Boredom,Computer,9,1,At home,Mobile Data,35-44 (Mid Adults),Developing
631,632,61,Female,Brazil,YouTube,36,1,Jokes/Memes,10,43,Evening,5,5,Boredom,Smartphone,7,3,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
632,633,56,Female,United States,TikTok,199,9,Entertainment,4,29,Morning,7,3,Entertainment,Smartphone,9,1,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
633,634,44,Male,India,TikTok,92,19,Gaming,13,42,Afternoon,4,6,Habit,Smartphone,6,4,At school,Mobile Data,35-44 (Mid Adults),Developing
634,635,27,Male,Philippines,TikTok,179,4,Jokes/Memes,10,3,Afternoon,4,6,Entertainment,Smartphone,6,4,At home,Mobile Data,25-44 (Young Adults),Developing
635,636,43,Male,United States,YouTube,176,8,Trends,21,1,Evening,5,5,Habit,Smartphone,7,3,At school,Mobile Data,35-44 (Mid Adults),Developed
636,637,36,Male,Pakistan,Facebook,197,13,ASMR,14,44,Evening,5,5,Habit,Tablet,7,3,At school,Mobile Data,35-44 (Mid Adults),Developing
637,638,56,Male,India,YouTube,178,4,ASMR,9,15,Evening,5,5,Boredom,Smartphone,7,3,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
638,639,20,Female,Philippines,Facebook,298,9,Life Hacks,11,47,Night,1,9,Habit,Smartphone,3,7,At work,Mobile Data,18-24 (Youth),Developing
639,640,62,Female,United States,TikTok,238,9,Trends,23,21,Night,1,9,Habit,Smartphone,3,7,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
640,641,30,Other,United States,Instagram,106,18,ASMR,18,46,Afternoon,4,6,Habit,Tablet,6,4,At school,Mobile Data,25-44 (Young Adults),Developed
641,642,45,Male,India,Facebook,25,12,Jokes/Memes,11,31,Afternoon,4,6,Procrastination,Tablet,6,4,At work,Mobile Data,45-54 (Older Adults),Developing
642,643,37,Male,United States,TikTok,288,10,Gaming,17,7,Evening,5,5,Habit,Smartphone,7,3,At school,Wi-Fi,35-44 (Mid Adults),Developed
643,644,45,Female,Philippines,TikTok,144,11,Trends,2,17,Evening,5,5,Habit,Computer,7,3,At home,Mobile Data,45-54 (Older Adults),Developing
644,645,25,Female,United States,Facebook,35,7,Jokes/Memes,3,19,Evening,5,5,Boredom,Smartphone,7,3,At home,Wi-Fi,25-44 (Young Adults),Developed
645,646,58,Other,India,Instagram,21,9,ASMR,11,39,Evening,5,5,Procrastination,Tablet,7,3,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
646,647,56,Male,India,TikTok,81,6,Jokes/Memes,18,3,Afternoon,4,6,Entertainment,Tablet,6,4,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
647,648,18,Female,India,Facebook,142,19,Entertainment,27,30,Night,1,9,Boredom,Tablet,3,7,At home,Mobile Data,18-24 (Youth),Developing
648,649,20,Male,Vietnam,Instagram,115,16,ASMR,3,35,Evening,5,5,Boredom,Smartphone,7,3,At work,Mobile Data,18-24 (Youth),Developing
649,650,30,Female,Germany,Instagram,229,15,Pranks,26,29,Night,1,9,Habit,Tablet,3,7,At school,Mobile Data,25-44 (Young Adults),Developed
650,651,45,Male,United States,TikTok,186,7,Life Hacks,15,14,Night,1,9,Entertainment,Tablet,3,7,Commuting,Mobile Data,45-54 (Older Adults),Developed
651,652,42,Male,United States,YouTube,291,16,Vlogs,11,35,Afternoon,4,6,Entertainment,Tablet,6,4,At work,Mobile Data,35-44 (Mid Adults),Developed
652,653,50,Male,Brazil,YouTube,142,5,Vlogs,11,28,Evening,5,5,Habit,Smartphone,7,3,At home,Mobile Data,45-54 (Older Adults),Developing
653,654,55,Female,United States,TikTok,31,16,Jokes/Memes,28,30,Night,1,9,Boredom,Tablet,3,7,Commuting,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
654,655,23,Male,Pakistan,Instagram,278,1,Vlogs,28,26,Night,1,9,Habit,Smartphone,3,7,At home,Mobile Data,18-24 (Youth),Developing
655,656,61,Other,United States,TikTok,170,19,Pranks,25,7,Night,1,9,Boredom,Tablet,3,7,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
656,657,62,Male,India,Facebook,116,5,Life Hacks,20,39,Afternoon,4,6,Procrastination,Computer,6,4,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
657,658,49,Male,United States,YouTube,288,7,Gaming,28,31,Night,1,9,Boredom,Smartphone,3,7,At home,Mobile Data,45-54 (Older Adults),Developed
658,659,62,Female,Vietnam,Facebook,244,19,Pranks,25,5,Evening,5,5,Procrastination,Tablet,7,3,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
659,660,64,Male,India,TikTok,27,5,Gaming,11,35,Evening,5,5,Procrastination,Smartphone,7,3,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
660,661,38,Female,Mexico,TikTok,251,17,Vlogs,19,47,Night,1,9,Habit,Tablet,3,7,At work,Wi-Fi,35-44 (Mid Adults),Developing
661,662,33,Male,India,Instagram,126,8,Life Hacks,28,14,Afternoon,4,6,Habit,Tablet,6,4,At home,Mobile Data,25-44 (Young Adults),Developing
662,663,38,Male,Japan,Instagram,295,1,Trends,1,36,Night,1,9,Habit,Computer,3,7,At school,Mobile Data,35-44 (Mid Adults),Developed
663,664,28,Male,Philippines,Instagram,291,2,Life Hacks,27,27,Evening,5,5,Procrastination,Tablet,7,3,Commuting,Mobile Data,25-44 (Young Adults),Developing
664,665,54,Male,United States,Facebook,153,15,Jokes/Memes,5,24,Afternoon,4,6,Procrastination,Computer,6,4,At work,Mobile Data,45-54 (Older Adults),Developed
665,666,53,Other,Philippines,Instagram,214,18,ASMR,10,40,Evening,5,5,Boredom,Computer,7,3,At school,Mobile Data,45-54 (Older Adults),Developing
666,667,52,Male,Indonesia,TikTok,48,11,Life Hacks,10,29,Afternoon,4,6,Entertainment,Tablet,6,4,At work,Wi-Fi,45-54 (Older Adults),Developing
667,668,36,Female,Pakistan,Instagram,163,10,ASMR,14,45,Afternoon,4,6,Habit,Tablet,6,4,At work,Mobile Data,35-44 (Mid Adults),Developing
668,669,37,Male,United States,YouTube,185,4,Life Hacks,2,22,Night,1,9,Entertainment,Tablet,3,7,Commuting,Mobile Data,35-44 (Mid Adults),Developed
669,670,35,Male,Pakistan,Instagram,250,5,Jokes/Memes,4,8,Morning,7,3,Entertainment,Tablet,9,1,At home,Mobile Data,35-44 (Mid Adults),Developing
670,671,64,Male,Philippines,Facebook,143,4,Pranks,2,15,Night,1,9,Entertainment,Tablet,3,7,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
671,672,58,Male,India,YouTube,55,13,Vlogs,18,49,Night,1,9,Habit,Smartphone,3,7,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
